cod_procedimiento;consejeria;org_instructor;denominacion;descripcion;siaci;numero_expedientes
1197;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;Subvenciones para la organización de eventos deportivos de especial interés en Castilla-La Mancha;Subvenciones para la organización de eventos deportivos de especial interés en Castilla-La Mancha;SKB8;338
941;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;Resolución de 07/04/2022. Voluntariado en Campos de Trabajo;Actividades de Voluntariado en Campos de Trabajo incluidas en el Programa Verano Joven dirigidas a jóvenes de la región.;SIDQ;149
1091;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;2023-SKLA-Resolución de 06/06/2023, por la que se convocan subvenciones de apoyo a clubes y sociedades anónimas deportivas temporada 2022/2023;2023-SKLA-Resolución de 06/06/2023, de la Consejería de Educación, Cultura y Deportes, por la que se convocan subvenciones de apoyo a clubes y sociedades anónimas deportivas de máximo nivel de Castilla-La Mancha para la temporada 2022/2023;SKLA;120
1272;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes; SKLA - 2024 - Subvenciones de apoyo a clubes y Sociedades Anónimas Deportivas de máximo nivel de Castilla-La Mancha;2024-SKLA-Resolución de  XX/XX/2024, por la que se convocan subvenciones de apoyo a clubes y sociedades anónimas deportivas temporada 2023/2024;SKLA;117
821;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;Resolución de 14/05/2021. Voluntariado en Campos de Trabajo;Actividades de Voluntariado en Campos de Trabajo incluidas en el Programa Verano Joven dirigidas a jóvenes de la región.;SIDQ;80
1168;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;Subvenciones para la organización y gestión de las Federaciones Deportivas de Castilla - La Mancha;Subvenciones para la organización y gestión de las Federaciones Deportivas de Castilla - La Mancha;SIEK;41
543;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;Desarrollo de proyectos en servicios de información juvenil. Resolución de 29/05/2018;Resolucion de 18/12/2019, de la  Dirección General de Juventud y Deportes, por la que se convocan ayudas para el desarrollo de proyectos de corresponsalias juveniles en Castilla la Mancha;SKVZ;27
250;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;Reconocimiento y Registro de Servicios de Información Juvenil;Orden 50/2017, de 7 de marzo, de la Consejería de Educación, Cultura y Deportes, por la que se regula la Red de Información Juvenil de Castilla-La Mancha y se crea el Censo de Servicios de Información Juvenil de la Comunidad Autónoma de Castilla-La Mancha;SIDS;21
251;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;Reconocimiento de Corresponsalía Juvenil;Orden 50/2017, de 7 de marzo, de la Consejería de Educación, Cultura y Deportes, por la que se regula la Red de Información Juvenil de Castilla-La Mancha y se crea el Censo de Servicios de Información Juvenil de la Comunidad Autónoma de Castilla-La Mancha;SKP7;14
392;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;Desarrollo de proyectos en servicios de información juvenil. Resolución de 29/05/2018;Resolución de 29/05/2018, de la Consejería de Educación, Cultura y Deportes, por la que se convocan subvenciones para el desarrollo de proyectos de corresponsalías juveniles en servicios de información juvenil dependientes de ayuntamientos o mancomunidades de Castilla-La Mancha.;SKVZ;12
811;Consejeria de educacion, cultura y deportes;Direccion general de juventud y deportes;Desarrollo de proyectos en servicios de información juvenil. Resolución de 26/03/2021;Resolucion de 26/03/2021, de la  Dirección General de Educación, Cultura y Deportes, por la que se convocan ayudas para el desarrollo de proyectos de corresponsalias juveniles en Castilla la Mancha;SKVZ;12
1245;Consejeria de educacion, cultura y deportes;Direccion general de universidades, investigacion e innovacion;RESIDENCIAS 2024 - Resolución de 27/05/2024 - Residencias Universitarias;Resolución de 27/05/2024, de la Consejería de Educación, Cultura y Deportes, por la que se convocan plazas de estancia para el curso 2024-2025 en las residencias universitarias de Castilla-La Mancha.;SF00;2886
603;Consejeria de educacion, cultura y deportes;Direccion general de universidades, investigacion e innovacion;RESIDENCIAS 2020 - Orden 96/2020 - Residencias Universitarias -;Orden 96/2020, de 30 de junio, de la Consejería de Educación, Cultura y Deportes, por la que se aprueban las bases reguladoras y se convocan plazas de estancia para el curso 2020-2021 en las residencias universitarias de Castilla la Mancha;SF00;2821
1087;Consejeria de educacion, cultura y deportes;Direccion general de universidades, investigacion e innovacion;RESIDENCIAS 2023 - Orden 66/2023 - Residencias Universitarias;Orden 66/2023, de 23 de marzo, de la Consejería de Educación, Cultura y Deportes, por la que se modifica la Orden 31/2022, de 4 de febrero, por la que se establecen las bases reguladoras de adjudicación de plazas de estancia en la Red de Residencias Universitarias de Castilla-La Mancha.;SF00;2600
491;Consejeria de educacion, cultura y deportes;Direccion general de universidades, investigacion e innovacion;RESIDENCIAS 2019 -  Orden de 90/2019 - Residencias Universitarias -;Orden de 90/2019, de 11 de junio, de la Consejería de Educación, Cultura y Deportes, por la que se aprueban las bases reguladoras y se convocan plazas de estancia para el curso 2019-2020 en las residencias universitarias de Castilla la Mancha;SF00;2586
959;Consejeria de educacion, cultura y deportes;Direccion general de universidades, investigacion e innovacion;RESIDENCIAS 2022 - Orden 31/2022 - Residencias Universitarias;Orden 31/2022, de 04 de febrero, de la Consejería de Educación, Cultura y Deportes, por la que se establece el procedimiento y se convocan plazas de estancia para el curso 2022-2023 en las residencias universitarias de Castilla-La Mancha.;SF00;2388
336;Consejeria de educacion, cultura y deportes;Direccion general de universidades, investigacion e innovacion;RESIDENCIAS 2018 - Orden de 08/06/2018;Orden de 08/06/2018, de la Consejería de Educación, Cultura y Deportes, por la que se convocan plazas de estancia para el curso 2018-2019 en las residencias universitarias de Castilla la Mancha;SF00;2202
803;Consejeria de educacion, cultura y deportes;Direccion general de universidades, investigacion e innovacion;RESIDENCIAS 2021 - Orden 77/2021 - Residencias Universitarias;Orden 77/2021, de 27 de mayo, de la Consejería de Educación, Cultura y Deportes, por la que se establece el procedimiento y se convocan plazas de estancia para el curso 2021-2022 en las residencias universitarias de Castilla-La Mancha.;SF00;1968
276;Consejeria de educacion, cultura y deportes;Direccion general de universidades, investigacion e innovacion;RESIDENCIAS 2017 - Orden de 29/05/2017;Orden de 29/05/2017, de la Consejería de Educación, Cultura y Deportes, por la que se convocan plazas de estancia para el curso 2017-2018 en las residencias universitarias de Castilla la Mancha;SF00;1746
341;Consejeria de educacion, cultura y deportes;Direccion general de universidades, investigacion e innovacion;Creación, consolidación y mejora de infraestructuras de I+D+I. Convocatoria 2018.;Resolución de 21/03/2018, de la Dirección General de Universidades, Investigación e Innovación por la que se aprueba la convocatoria de expresiones de interés relativa a la creación, consolidación y mejora de infraestructuras de I+D+I.;SKYZ;10
344;Consejeria de educacion, cultura y deportes;Secretaria general de la consejeria de educacion, cultura y deportes;Programa de infraestructuras educativas (primaria, secundaria y otros centros educativos). Convocatoria 2018.;Resolución de 21/03/2018, de la Secretaría General de la Consejería de Educación, Cultura y Deportes por la que se aprueba la convocatoria de expresiones de interés relativa al programa de infraestructuras educativas (primaria, secundaria y otros centros educativos).;SKZ2;239
1169;Consejeria de educacion, cultura y deportes;Secretaria general de la consejeria de educacion, cultura y deportes;Provisión de puestos de trabajo de personal funcionario por el procedimiento de libre designación en la Consejería de Educación, Cultura y Deportes;Provisión de puestos de trabajo de personal funcionario por el procedimiento de libre designación en la Consejería de Educación, Cultura y Deportes;SJ4U;16
992;Consejeria de educacion, cultura y deportes;Viceconsejeria de cultura y deportes;Orden 168/2022, de 31 de agosto;Orden 168/2022, de 31 de agosto, de la Consejería de Educación, Cultura y Deportes, por la que se establecen las  bases reguladoras de concesión de subvenciones destinadas a ampliar y diversificar la oferta cultural en áreas no urbanas de Castilla-La Mancha;SLVK;174
1198;Consejeria de educacion, cultura y deportes;Viceconsejeria de cultura y deportes;2024 - SLVK - Oferta cultural en áreas no urbanas de Castilla-La Mancha;Orden 75/2024, de 13 de mayo, de la Consejería de Educación, Cultura y Deportes, por la que se establecen las  bases reguladoras de concesión de subvenciones destinadas a ampliar y diversificar la oferta cultural en áreas no urbanas de Castilla-La Mancha. Convocatoria 2024;SLVK;125
1009;Consejeria de educacion, cultura y deportes;Viceconsejeria de cultura y deportes;Subvención para infraestructuras de las artes escénicas y musicales.;Solicitud de subvencion destinada a la modernización y gestión sostenible de las infraestructuras de las artes escénicas y musicales.;SLQA;121
954;Consejeria de educacion, cultura y deportes;Viceconsejeria de cultura y deportes;Subvención para salas de cine;Solicitud de subvencion a salas de exhibición cinematográfica de castilla-la mancha;SLUW;30
1244;Consejeria de educacion, cultura y deportes;Viceconsejeria de cultura y deportes;2024 - SLQA - Infraestructura de las artes escénicas y musicales;SOLICITUD DE SUBVENCION DESTINADA A LA MODERNIZACIÓN Y GESTIÓN SOSTENIBLE DE LAS INFRAESTRUCTURAS DE LAS ARTES ESCÉNICAS Y MUSICALES. Convocatoria 2024.;SLQA;6
146;Consejeria de educacion, cultura y deportes;Viceconsejeria de educacion, universidades e investigacion;Programa de formación en el aula durante el curso 2014/2015;Orden de 26/08/2014, de la Consejería de Educación, Cultura y Deportes, por la que se convoca el Programa de Formación en el Aula durante el curso 2014/2015;SJXV;239
1268;Consejeria de educacion, cultura y deportes;Viceconsejeria de educacion, universidades e investigacion;2024 - SI7I - Premios Extraordinarios de Bachillerato;2024 - SI7I - Premios Extraordinarios de Bachillerato;SI7I;102
1259;Consejeria de educacion, cultura y deportes;Viceconsejeria de educacion, universidades e investigacion;2024 - SKA0 - Premios Extraordinarios de ESO;2024 - SKA0 - Premios Extraordinarios de ESO;SKA0;95
1260;Consejeria de educacion, cultura y deportes;Viceconsejeria de educacion, universidades e investigacion;2024 - SK9Z - Premios Extraordinarios de Enseñanzas Artísticas Profesionales;Premios Extraordinarios de Enseñanzas Artísticas. Convocatoria 2024.;SK9Z;39
929;Consejeria de fomento;Direccion general de transportes y movilidad;Orden TMA/138/2022 de 28 de febrero para la transformación de flotas de transporte de viajeros y mercancías;Orden TMA/138/2022 de 28 de febrero del Real Decreto 983/2021, de 16 de noviembre para la transformación de flotas de transporte de viajeros y mercancías;SLSX;1978
1083;Consejeria de fomento;Direccion general de transportes y movilidad;2023 - KM1U - Modernización y digitalización de empresas privadas de transporte. Resolución de 24/04/2023;Ayudas para la modernización y digitalización de empresas privadas de transporte de viajeros prestadoras de servicios de transporte por carretera y de empresas privadas que intervienen en el transporte de mercancías por carretera, con residencia fiscal en Castilla-La Mancha;KM1U;631
964;Consejeria de fomento;Direccion general de transportes y movilidad;Resolución de 21/06/2022. Admisión para las pruebas para la obtención del certificado de competencia profesional para el transporte por carretera.;Resolución de 21/06/2022, de la Dirección General de Transportes y Movilidad, por la que se convocan pruebas para la obtención del certificado de competencia profesional para el transporte por carretera, a celebrar en el año 2022, en la comunidad de Castilla-La Mancha.;SH30;603
1142;Consejeria de fomento;Direccion general de transportes y movilidad;Resolución de 15/01/2024. Admisión para las pruebas de consejeros de seguridad para el transporte. Convocatoria 2024;Resolución de 15/01/2024. Admisión para las pruebas de consejeros de seguridad para el transporte.;SH50;72
841;Consejeria de fomento;Direccion general de transportes y movilidad;Resolución de 01/02/2022. Admisión para las pruebas de consejeros de seguridad para el transporte.;Resolución de 01/02/2022. Admisión para las pruebas de consejeros de seguridad para el transporte.;SH50;66
1053;Consejeria de fomento;Direccion general de transportes y movilidad;Resolución de 19/01/2023. Admisión para las pruebas de consejeros de seguridad para el transporte. Convocatoria 2023;Resolución de 19/01/2023. Admisión para las pruebas de consejeros de seguridad para el transporte.;SH50;54
1102;Consejeria de fomento;Direccion general de transportes y movilidad;2023-KM5S-Ayudas para la digitalización y modernización de las empresas que prestan en autobús el servicio de transporte público regular de viajeros;Ayudas para la digitalización y modernización de las empresas que prestan en autobús el servicio de transporte público regular de viajeros de uso general en la Comunidad Autónoma de Castilla-La Mancha;KM5S;49
995;Consejeria de fomento;Direccion general de transportes y movilidad;2022 - SLVG - Ayuda viajeros en vehículos de turismo auto-taxi (VT);Solicitud de la ayuda a titulares de las autorizaciones de transporte público de viajeros en vehículos de turismo auto-taxi (VT);SLVG;5
1119;Consejeria de fomento;Direccion general de transportes y movilidad;2023 - SLVG - Ayuda a titulares de vehículos de turismo auto-taxi (VT);Ayuda a titulares de las autorizaciones de transporte público de viajeros en vehículos de turismo auto-taxi (VT). Convocatoria 2023;SLVG;2
172;Consejeria de fomento;Direccion general de vivienda;Órdenes de 23 de abril de 2015 y de 11 de octubre de 2016;Órdenes de 23 de abril de 2015 y de 11 de octubre de 2016, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las ayudas para el arrendamiento de viviendas del Plan VI de Vivieda y se convocan las mismas.;SI4L;17666
1105;Consejeria de fomento;Direccion general de vivienda;2024 - SI4L - Ayudas al alquiler de vivienda en Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025.;Resolución de 23/11/2023, de la Dirección General de Vivienda, por la que se convocan, de forma anticipada para el año 2024 y 2025, ayudas al alquiler de vivienda en Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025;SI4L;13686
1007;Consejeria de fomento;Direccion general de vivienda;2022 - SI4L - Ayudas al alquiler de vivienda en Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025.;Resolución de 03/11/2022, de la Dirección General de Vivienda, por la que se convocan ayudas al alquiler de vivienda en Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025.;SI4L;13386
324;Consejeria de fomento;Direccion general de vivienda;Orden 80/2018, de 22 de mayo de 2018, Resolución 01/08/2018;Resolución de 01/08/2018, de la Dirección General de Vivienda y Urbanismo, por la que se convocan las ayudas reguladas en la Orden 80/2018, de 22 de mayo, de la Consejería de Fomento, por la que se aprueban las bases reguladoras de las ayudas al arrendamiento de viviendas.;SI4L;12884
620;Consejeria de fomento;Direccion general de vivienda;Orden 80/2018, de 22 de mayo de 2018, Resolución 04/11/2020;Resolución de 04/11/2020, de la Dirección General de Vivienda, por la que se convocan, para el año 2021, las ayudas reguladas en la Orden 80/2018, de 22 de mayo, de la Consejería de Fomento, por la que se aprueban las bases reguladoras de las ayudas al arrendamiento de viviendas;SI4L;11579
934;Consejeria de fomento;Direccion general de vivienda;Resolución 07/09/2022;"Resolución 07/09/2022, de la Consejería de Fomento, por la que se convocan ayudas al ""Bono Alquiler Joven"" en Castilla-La Mancha";SLSV;11095
460;Consejeria de fomento;Direccion general de vivienda;Orden 80/2018, de 22 de mayo de 2018, Resolución 15/05/2019;Resolución de 15/05/2019, de la Dirección General de Vivienda y Urbanismo, por la que se convocan, para el año 2020, las ayudas reguladas en la Orden 80/2018, de 22 de mayo, de la Consejería de Fomento, por la que se aprueban las bases reguladoras de las ayudas al arrendamiento de viviendas;SI4L;10349
658;Consejeria de fomento;Direccion general de vivienda;Decreto 6/2022, de 25 de enero. Régimen general.;Constitución/Actualización de depósito de fianza en régimen general.;;10261
52;Consejeria de fomento;Direccion general de vivienda;Orden de 30/04/2013;Orden de 30/04/2013 de la Consejería de Fomento por la que se convocan ayudas al arrendamiento de viviendas;SI4L;6469
440;Consejeria de fomento;Direccion general de vivienda;Decreto 25/2019. Registro de Informes de Evaluación de Edificios.;Decreto 25/2019, de 02/04/2019, por el que se regulan el Informe de Evaluación del Edificio y el Registro de Informes de Evaluación de Edificios en Castilla-La Mancha;SKGA;4951
144;Consejeria de fomento;Direccion general de vivienda;Orden de 4 de junio de 2014;Orden de 4  de junio de 2014, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las ayudas para el arrendamiento de viviendas del Plan VI de Vivieda y se convocan las mismas.;SI4L;4781
618;Consejeria de fomento;Direccion general de vivienda;Resolución 14/10/2020. Programa 2: Ayudas Complementarias(Línea A) - Fomento de la conservación, de la mejora de la seguridad y de la accesibilidad en edificios;Resolución 14/10/2020. Programa 2: Ayudas Complementarias (Línea A). Orden 88/2018 - Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en edificios;SL2N;3940
573;Consejeria de fomento;Direccion general de vivienda;Solicitud de ayuda para contribuir a minimizar el impacto economico y social del covid-19 en los alquileres de vivienda habitual del plan estatal de vivienda.;Solicitud de ayudas para contribuir a minimizar el impacto económico y social del COVID-19 en los alquileres de vivienda habitual.;SLD8;3689
416;Consejeria de fomento;Direccion general de vivienda;Resolución 23/10/2018. Programa 2: Ayudas Complementarias(Línea A) - Fomento de la conservación, de la mejora de la seguridad y de la accesibilidad en edificios;Resolución 23/10/2018. Programa 2: Ayudas Complementarias (Línea A). Orden 88/2018 - Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en edificios;SL2N;3350
1024;Consejeria de fomento;Direccion general de vivienda;2023 - SLSN - Solicitud de la ayuda a las actuaciones de mejora a la eficiencia energética en viviendas en Castilla-La Mancha.;Resolución de 23/12/2022, de la Consejería de Fomento, por la que se convocan ayudas a las actuaciones de mejora de la eficiencia energética en viviendas en Castilla-La Mancha, dentro del marco general del Plan de Recuperación, Transformación y Resiliencia, para el año 2023.;SLSN;2614
176;Consejeria de fomento;Direccion general de vivienda;Registro de Informes de Evaluacion del Edificio;"Orden de 27/03/2015 de la Consejería de Fomento por la que se establece el procedimiento de inscripción del 
informe de evaluación de los edificios y se regula el Registro Autonómico de Informes de Evaluación de los 
Edificios de Castilla-La Mancha";SKGA;2353
994;Consejeria de fomento;Direccion general de vivienda;2022 - SL66 - Ayudas a la adquisición de vivienda en propiedad por los jóvenes para contribuir al reto demográfico de Castilla-La Mancha;Resolución de 30/09/2022, de la Dirección General de Vivienda, por la que se convocan ayudas a la adquisición de vivienda en propiedad por los jóvenes para contribuir al reto demográfico de Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025.;SL66;1661
1180;Consejeria de fomento;Direccion general de vivienda;2024 - SLSN - Solicitud de la ayuda a las actuaciones de mejora a la eficiencia energética en viviendas en Castilla-La Mancha.;Resolución de 14/05/2024, de la Consejería de Fomento, por la que se convocan ayudas a las actuaciones de mejora de la eficiencia energética en viviendas en Castilla-La Mancha, dentro del marco general del Plan de Recuperación, Transformación y Resiliencia, para el año 2024.;SLSN;1528
1099;Consejeria de fomento;Direccion general de vivienda;2024 - SL66 - Ayudas a la adquisición de vivienda en propiedad por los jóvenes para contribuir al reto demográfico de Castilla-La Mancha;Resolución de 26/10/2023, de la Dirección General de Vivienda, por la que se convocan, de forma anticipada para el año 2024, ayudas a la adquisición de vivienda en propiedad por los jóvenes para contribuir al reto demográfico de Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025.;SL66;1516
928;Consejeria de fomento;Direccion general de vivienda;Decreto 6/2022, de 25 de enero. Devolución del depósito de fianza de arrendamientos urbanos.;Devolución del depósito de fianza de arrendamiento de fincas urbanas de Castilla-La Mancha.;SL7X;1441
1027;Consejeria de fomento;Direccion general de vivienda;2023 - SLRG - Solicitud de la ayuda para la elaboración del Libro del edificio existente para la rehabilitación y la redacción de proyectos técnicos.;"Solicitud de la ayuda para la elaboración del ""Libro del edificio existente"" para la rehabilitación y la redacción de proyectos técnicos de rehabilitación integral de edificios de castilla-la mancha, dentro del marco general del plan de recuperación, transformación y resiliencia";SLRG;1431
1107;Consejeria de fomento;Direccion general de vivienda;2024 - SLX1 - Ayuda para la mejora de la accesibilidad en y a las viviendas de Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025;Resolución de 19/03/2024, de la Dirección General de Vivienda, por la que se convocan para los ejercicios 2024 y 2025 las ayudas a la mejora de la accesibilidad en y a las viviendas de Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025.;SLX1;1373
1012;Consejeria de fomento;Direccion general de vivienda;2022 - SLX1 - Ayuda para la mejora de la accesibilidad en y a las viviendas de Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025;Resolución de 18/10/2022, de la Dirección General de Vivienda, por la que se convocan ayudas a la mejora de la accesibilidad en y a las viviendas de Castilla-La Mancha, en el marco del Plan Estatal de Vivienda 2022-2025.;SLX1;1349
617;Consejeria de fomento;Direccion general de vivienda;Resolución 14/10/2020. Programa 2: Ayuda Principal (Línea A) - Fomento de la conservación, de la mejora de la seguridad y de la accesibilidad en edificios.;Resolución 14/10/2020. Programa 2: Ayuda Principal (Línea A)- Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en edificios;SL2N;1024
920;Consejeria de fomento;Direccion general de vivienda;Solicitud de habilitación como agente gestor de la rehabilitación del programa de ayudas a las actuaciones de mejora de la eficiencia energética.;Solicitud de habilitación como agente gestor de la rehabilitación del programa de ayudas a las actuaciones de mejora de la eficiencia energética en viviendas en CLM.;SLRN;1013
942;Consejeria de fomento;Direccion general de vivienda;2022 - SLSN - Solicitud de la ayuda a las actuaciones de mejora a la eficiencia energética en viviendas en Castilla-La Mancha.;Resolución de 27/04/2022, de la Consejería de Fomento, por la que se convocan ayudas a las actuaciones de mejora de la eficiencia energética en viviendas en Castilla-La Mancha, dentro del marco general del Plan de Recuperación, Transformación y Resiliencia.;SLSN;941
888;Consejeria de fomento;Direccion general de vivienda;2021 - SLPQ - Solicitud de ayudas para la rehabilitación energética en edificios existentes en municipios de reto demográfico (Programa PREE 5000).;Resolución de 28/10/2021, de la Consejería de Fomento, por la que se convocan ayudas para actuaciones de rehabilitación energética en viviendas y en edificios de viviendas existentes, en ejecución del programa de rehabilitación energética para edificios existentes en municipios de reto demográfico (Programa PREE 5000);SLPQ;868
415;Consejeria de fomento;Direccion general de vivienda;Resolución 23/10/2018. Programa 2: Ayuda Principal (Línea A) - Fomento de la conservación, de la mejora de la seguridad y de la accesibilidad en edificios.;Resolución 23/10/2018. Programa 2: Ayuda Principal (Línea A)- Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en edificios;SL2N;723
170;Consejeria de fomento;Direccion general de vivienda;Línea 1 - Edificios de tipología Residencial Colectiva. Orden de 01/04/2015;Orden de 01/04/2015, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las ayudas para el Programa de Fomento de la Rehabilitación Edificatoria, y se convocan las mismas.;SKG8;657
926;Consejeria de fomento;Direccion general de vivienda;Solicitud de habilitación como agente gestor de la rehabilitación a nivel de edificio en Castilla-La Mancha.;Solicitud de habilitación como agente gestor de la rehabilitación a nivel de edificio en Castilla-La Mancha.;SLRM;628
1151;Consejeria de fomento;Direccion general de vivienda;2024 - SLPQ - Solicitud de ayudas para la rehabilitación energética en edificios existentes en municipios de reto demográfico (Programa PREE 5000).;Resolución de 05/03/2024, de la Consejería de Fomento, por la que se convocan ayudas para actuaciones de rehabilitación energética en viviendas y en edificios de viviendas existentes, en ejecución del Programa de rehabilitación energética para edificios existentes en municipios de reto demográfico (Programa PREE 5000);SLPQ;617
645;Consejeria de fomento;Direccion general de vivienda;2020 - SLGX - Solicitud de ayudas para la rehabilitación energética en edificios existentes. (Programa PREE).;Resolución de 10/11/2020, de la Consejería de Fomento, por la que se convocan las ayudas para actuaciones de rehabilitación energética en viviendas existentes, por el que se regula el Programa de ayudas para actuaciones de rehabilitación energética en edificios existentes.;SLGX;613
373;Consejeria de fomento;Direccion general de vivienda;Resolución 01/08/2018. Programa 2: Líneas B y C (V. Individuales) - Fomento de la conservación, de la mejora de la seguridad y de la accesibilidad en viviendas.;Resolución 01/08/2018. Programa 2: Líneas B y C (Viviendas Individuales) - Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en viviendas;SKG8;593
1086;Consejeria de fomento;Direccion general de vivienda;Resolución de 03/05/2023;Resolución de 03/05/2023, de la Dirección General de Vivienda, por la que se convocan, para el año 2023, las ayudas reguladas en la Orden 117/2021, de 20 de julio, de la Consejería de Fomento, por la que se aprueban las BR de las ayudas al arrendamiento de viviendas dirigidas a víctimas de violencia de género.;SLAM;579
882;Consejeria de fomento;Direccion general de vivienda;Resolución de 27/10/2021;Resolución de 27/10/2021, de la Dirección General de Vivienda, por la que se convocan, para los años 2021 y 2022, las ayudas reguladas en la Orden 117/2021, de 20 de julio, de la Consejería de Fomento, por la que se aprueban las BR de las ayudas al arrendamiento de viviendas dirigidas a víctimas de violencia de género.;SLAM;572
873;Consejeria de fomento;Direccion general de vivienda;Orden 161/2018, de 31 de octubre de 2018. Convocatoria 2021;Resolución de 03/11/2021, de la Dirección General de Vivienda, por la que se convocan las ayudas para la adquisición de vivienda habitual y permanente en régimen de propiedad por jóvenes en municipios menores de 5000 habitantes en la anualidad 2021;SL66;568
914;Consejeria de fomento;Direccion general de vivienda;2022 - SLRG - Solicitud de la ayuda para la elaboración del Libro del edificio existente para la rehabilitación y la redacción de proyectos técnicos.;Solicitud de la ayuda para la elaboración del libro del edificio existente para la rehabilitación y la redacción de proyectos técnicos de rehabilitación integral de edificios de castilla-la mancha, dentro del marco general del plan de recuperación, transformación y resiliencia, para la anualidad 2022;SLRG;550
470;Consejeria de fomento;Direccion general de vivienda;Resolución 24/05/2019. Programa 2: Líneas B y C (V. Individuales) - Fomento de la conservación, de la mejora de la seguridad y de la accesibilidad en viviendas.;Resolución 24/05/2019. Programa 2: Líneas B y C (Viviendas Individuales) - Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en viviendas;SKG8;538
171;Consejeria de fomento;Direccion general de vivienda;Línea 2 - Zonas privativas de viviendas y edificios de una vivienda. Orden de 01/04/2015;Orden de 01/04/2015, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las ayudas para el Programa de Fomento de la Rehabilitación Edificatoria, y se convocan las mismas.;SKG8;456
976;Consejeria de fomento;Direccion general de vivienda;Resolución de 29/07/2022;Resolución de 29/07/2022, de la Dirección General de Vivienda, por la que se convocan, para el año 2022, las ayudas reguladas en la Orden 117/2021, de 20 de julio, de la Consejería de Fomento, por la que se aprueban las BR de las ayudas al arrendamiento de viviendas dirigidas a víctimas de violencia de género.;SLAM;422
1030;Consejeria de fomento;Direccion general de vivienda;2023 - SLSM - Solicitud de la ayuda a las actuaciones de rehabilitación a nivel de edificio.;Solicitud de la ayuda a las actuaciones de rehabilitación a nivel de edificio en Castilla-La Mancha, dentro del marco general del plan de recuperación, transformación y resiliencia, para la anualidad 2023.;SLSM;401
262;Consejeria de fomento;Direccion general de vivienda;Línea 1 - Edificios de tipología Residencial Colectiva. Orden 40/2017, de 9 de marzo;Orden 40/2017, de 9 de marzo, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las ayudas para el Programa de Fomento de la Rehabilitación Edificatoria.;SKG8;399
619;Consejeria de fomento;Direccion general de vivienda;Orden 161/2020, de 6 de octubre;Orden 161/2020, de 6 de octubre, de la Consejería de Fomento, por la que se aprueban las bases reguladoras de las ayudas al arrendamiento de viviendas dirigidas a víctimas de violencia de género y convocatoria para el año 2020.;SLAM;377
451;Consejeria de fomento;Direccion general de vivienda;Orden 161/2018, de 31 de octubre de 2018;Orden 161/2018, de 31 de octubre, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las ayudas para la adquisición de vivienda habitual y permanente en régimen de propiedad por jóvenes.;SL66;345
520;Consejeria de fomento;Direccion general de vivienda;Orden 163/2019, de 30 de septiembre de 2019;Orden 163/2019, de 30 de septiembre, de la Consejería de Fomento, por la que se aprueban las bases reguladoras y se convocan ayudas al arrendamiento de viviendas dirigidas a víctimas de violencia de género para el año 2019;SLAM;326
